*/	WT1	WT2	WT3	KO1	KO2	KO3
ENSG00000184588	0	0	0	0	0	0
ENSG00000227466	0	0	0	0	0	0
ENSG00000223152	0	0	0	0	0	0
ENSG00000118473	0	0	0	0	0	0
ENSG00000264720	0	0	0	0	0	0
ENSG00000248458	0	0	0	0	0	0
ENSG00000152760	0	0	0	0	0	0
ENSG00000172410	0	0	0	0	0	0
ENSG00000152763	22	24	16	18	16	9
ENSG00000231080	0	0	0	0	0	0
ENSG00000198160	1218	1340	1053	854	682	601
ENSG00000116704	976	1274	985	2301	1756	1799
ENSG00000203963	0	0	0	0	0	0
ENSG00000252433	0	0	0	0	0	0
ENSG00000275678	0	0	0	0	0	0
ENSG00000162594	0	0	0	2	0	0
ENSG00000253074	0	0	0	0	0	0
ENSG00000252116	0	0	0	0	0	0
ENSG00000228523	0	0	0	0	0	0
ENSG00000081985	0	0	0	0	0	0
ENSG00000142864	15014	18893	13549	20520	16009	16893
ENSG00000223263	0	0	0	0	0	0
ENSG00000235200	0	0	0	0	0	0
ENSG00000207504	0	0	0	0	2	0
ENSG00000238139	0	0	0	0	0	0
ENSG00000242482	0	0	0	0	0	0
ENSG00000232048	0	0	0	0	0	0
ENSG00000116717	3016	2813	2060	989	872	874
ENSG00000172380	68	65	55	1	4	6
ENSG00000238778	0	0	0	0	0	0
ENSG00000232284	0	1	0	0	0	0
ENSG00000235055	0	0	0	0	0	0
ENSG00000162595	0	0	0	0	0	0
ENSG00000228431	0	0	0	0	0	0
ENSG00000116729	0	0	0	0	0	0
ENSG00000234383	0	1	0	0	0	0
ENSG00000221203	0	0	0	0	0	0
ENSG00000229133	0	0	2	0	0	0
ENSG00000225242	0	0	0	0	0	0
ENSG00000237622	0	0	0	0	0	0
ENSG00000229440	0	0	0	0	0	0
ENSG00000116745	0	0	0	0	0	0
ENSG00000024526	157	292	239	1149	1269	796
ENSG00000233589	0	0	0	0	0	0
ENSG00000234264	0	5	2	3	2	0
ENSG00000225167	0	0	0	0	0	0
ENSG00000285041	0	0	0	0	0	0
ENSG00000285407	0	0	0	0	0	0
ENSG00000285473	0	0	0	0	0	0
ENSG00000223883	0	0	1	1	0	0
ENSG00000235446	0	0	0	0	0	0
ENSG00000229639	0	0	0	0	0	0
ENSG00000287453	0	0	0	0	0	0
ENSG00000033122	0	0	0	0	0	0
ENSG00000270615	0	0	0	0	0	0
ENSG00000287283	0	0	0	0	0	0
ENSG00000240692	0	0	0	0	0	0
ENSG00000229359	0	0	0	0	0	0
ENSG00000237919	0	0	0	0	0	0
ENSG00000066557	470	547	445	1235	1130	806
ENSG00000244389	0	0	0	0	1	0
ENSG00000116754	13356	11630	8789	6471	9996	4171
ENSG00000228988	0	0	0	0	0	0
ENSG00000118454	1116	984	737	804	764	693
ENSG00000197568	104	96	73	56	34	32
ENSG00000226088	0	0	0	0	0	0
ENSG00000116761	1601	1076	820	1331	602	1001
ENSG00000278636	0	0	0	0	0	0
ENSG00000271992	26	17	16	9	2	11
ENSG00000233020	0	0	0	0	0	0
ENSG00000237033	0	0	0	0	0	0
ENSG00000229051	0	0	0	0	0	0
ENSG00000226208	0	0	0	0	0	0
ENSG00000050628	2	1	3	0	0	0
ENSG00000235782	0	0	0	0	0	0
ENSG00000269933	0	0	0	0	0	0
ENSG00000235079	0	0	0	1	0	0
ENSG00000132485	2725	2710	2226	2529	3453	1588
ENSG00000207721	2	4	5	2	7	1
ENSG00000229956	13	19	13	19	28	12
ENSG00000226324	0	0	0	0	0	0
ENSG00000172260	18	12	13	4	3	0
ENSG00000231985	0	0	0	0	0	0
ENSG00000271618	0	0	0	0	0	0
ENSG00000228853	0	0	0	0	0	0
ENSG00000233994	1	2	3	3	2	3
ENSG00000286863	0	1	0	1	0	0
ENSG00000227207	0	0	0	0	0	0
ENSG00000225087	0	0	0	0	0	0
ENSG00000212366	0	0	0	0	0	0
ENSG00000227016	0	0	0	0	0	0
ENSG00000285808	0	0	0	0	0	0
ENSG00000280317	0	0	0	0	0	0
ENSG00000229636	0	0	0	0	0	0
ENSG00000251825	0	0	0	0	0	0
ENSG00000233973	0	0	0	0	0	0
ENSG00000223479	0	0	0	0	0	0
ENSG00000200601	0	0	0	0	0	0
ENSG00000285778	0	0	0	0	0	0
ENSG00000252005	0	0	0	0	0	0
ENSG00000162620	29	78	52	35	40	45
ENSG00000254685	111	219	220	162	166	76
ENSG00000259030	3	14	6	6	8	5
ENSG00000116783	1	1	2	0	0	1
ENSG00000237324	0	0	0	0	0	0
ENSG00000233894	0	0	0	0	0	0
ENSG00000162621	0	0	0	0	0	0
ENSG00000178965	38	15	10	0	0	3
ENSG00000234497	0	0	0	0	0	0
ENSG00000272864	5	24	14	3	6	2
ENSG00000116791	3905	4137	3486	3581	3378	2676
ENSG00000162623	1665	1891	1263	2141	1895	1670
ENSG00000229943	0	0	0	0	0	0
ENSG00000261213	0	0	0	0	0	0
ENSG00000224127	0	0	0	0	0	0
ENSG00000162624	0	0	0	0	0	0
ENSG00000224149	0	0	0	0	0	0
ENSG00000206999	0	0	0	0	0	0
ENSG00000137968	541	541	386	707	718	425
ENSG00000224493	0	0	0	0	0	0
ENSG00000252338	0	0	0	0	0	0
ENSG00000213579	0	0	0	0	0	0
ENSG00000230863	47	45	33	45	30	31
ENSG00000117054	2403	2077	1683	3618	2733	2740
ENSG00000181227	1	0	0	0	0	0
ENSG00000137955	6844	6282	4689	7726	11472	5699
ENSG00000206620	0	0	0	0	0	0
ENSG00000207241	0	0	0	0	0	0
ENSG00000201487	0	0	0	0	0	0
ENSG00000057468	0	0	2	1	2	0
ENSG00000154007	0	0	0	0	0	0
ENSG00000225605	0	0	0	0	0	0
ENSG00000230027	0	0	0	0	0	0
ENSG00000184005	0	0	0	0	0	0
ENSG00000223905	0	0	0	0	0	0
ENSG00000272855	0	0	0	0	0	0
ENSG00000226415	4	4	2	6	8	5
ENSG00000199921	0	0	0	0	0	0
ENSG00000237552	0	0	0	0	0	0
ENSG00000117069	1	0	0	0	0	0
ENSG00000276081	0	0	0	0	0	0
ENSG00000288543	0	0	0	0	0	0
ENSG00000230498	0	0	0	0	0	0
ENSG00000142892	618	811	638	1119	822	873
ENSG00000226084	108	90	80	66	48	57
ENSG00000228187	0	0	0	0	0	0
ENSG00000287870	0	0	0	0	0	0
ENSG00000154027	0	0	0	0	0	0
ENSG00000233099	0	0	0	0	0	0
ENSG00000251767	0	0	0	0	0	0
ENSG00000287647	0	0	0	0	0	0
ENSG00000036549	1911	2095	1556	2186	1568	1542
ENSG00000251785	0	0	0	0	0	0
ENSG00000243437	0	0	0	0	0	0
ENSG00000077254	1483	1463	1146	2092	1567	1346
ENSG00000232672	0	0	0	0	0	0
ENSG00000180488	227	273	235	341	289	234
ENSG00000222849	0	0	0	0	0	0
ENSG00000219201	0	1	1	0	0	1
ENSG00000235613	1	0	0	0	0	0
ENSG00000232015	0	0	0	0	0	0
ENSG00000235927	0	3	0	0	2	0
ENSG00000162614	72	58	46	29	23	18
ENSG00000162613	4365	4811	3816	6615	6647	5154
ENSG00000162616	691	651	538	557	485	352
ENSG00000137960	852	911	708	1136	1090	855
ENSG00000273338	10	20	19	6	14	1
ENSG00000285928	0	0	0	0	0	0
ENSG00000213561	2	3	1	0	1	2
ENSG00000251958	0	0	0	0	0	0
ENSG00000213560	1	0	1	3	0	0
ENSG00000202263	0	0	0	0	0	0
ENSG00000233333	0	0	0	0	0	0
ENSG00000237413	8	14	7	0	2	1
ENSG00000122420	0	0	0	0	0	0
ENSG00000227556	0	0	0	0	0	0
ENSG00000212308	0	0	0	0	0	0
ENSG00000137959	0	0	0	0	1	0
ENSG00000137965	0	0	0	0	0	0
ENSG00000238015	0	0	0	0	0	0
ENSG00000235400	0	0	0	0	0	0
ENSG00000162618	0	0	0	0	0	0
ENSG00000230787	0	0	0	0	0	0
ENSG00000282898	0	0	0	0	0	0
ENSG00000235011	0	0	0	0	0	0
ENSG00000285462	0	0	0	0	0	0
ENSG00000232676	0	0	0	0	0	0
ENSG00000285409	0	0	0	0	0	0
ENSG00000235756	0	0	0	0	0	0
ENSG00000260322	0	0	0	0	0	0
ENSG00000277670	0	0	0	0	0	0
ENSG00000236407	0	0	0	0	0	0
ENSG00000225598	0	0	0	0	0	0
ENSG00000213559	0	0	0	0	0	0
ENSG00000227062	0	0	0	0	0	0
ENSG00000234108	0	0	0	0	0	0
ENSG00000224326	0	0	0	0	0	0
ENSG00000234184	0	0	0	0	0	0
ENSG00000227937	0	0	0	0	0	0
ENSG00000229752	1	0	0	0	0	0
ENSG00000235089	0	0	0	0	0	0
ENSG00000285179	0	0	0	0	0	0
ENSG00000223026	0	0	0	0	0	0
ENSG00000117114	35	55	57	21	5	8
ENSG00000224494	0	0	0	0	0	0
ENSG00000227288	1	2	0	0	1	0
ENSG00000227960	0	0	0	0	0	0
ENSG00000234953	0	0	0	0	0	0
ENSG00000242598	0	0	0	0	0	0
ENSG00000236676	0	0	0	0	0	0
ENSG00000234683	0	0	0	0	0	0
ENSG00000215875	0	0	0	0	0	0
ENSG00000233290	0	0	0	0	0	0
ENSG00000230817	0	0	0	0	0	0
ENSG00000236268	0	0	0	0	0	0
ENSG00000285782	0	0	0	0	0	0
ENSG00000231364	0	0	0	0	0	0
ENSG00000233008	0	0	0	0	0	0
ENSG00000237076	0	0	0	0	0	0
ENSG00000137941	23	8	6	8	4	4
ENSG00000233061	0	0	0	0	0	0
ENSG00000229486	0	0	0	0	0	0
ENSG00000285201	0	0	0	0	0	0
ENSG00000271576	66	97	87	72	133	71
ENSG00000142875	286	336	291	482	386	320
ENSG00000213540	0	1	2	0	0	0
ENSG00000226970	1	1	0	0	0	0
ENSG00000199959	0	0	0	0	0	0
ENSG00000203943	0	2	0	1	3	1
ENSG00000249237	0	0	0	0	0	0
ENSG00000240520	0	4	0	0	0	0
ENSG00000137976	0	0	0	0	0	0
ENSG00000285361	0	0	0	0	0	0
ENSG00000117133	1415	1404	981	1326	1093	979
ENSG00000174021	160	225	142	168	168	209
ENSG00000285851	4	4	4	0	0	0
ENSG00000122432	103	47	49	35	22	16
ENSG00000117151	226	238	184	220	163	167
ENSG00000284882	6	9	3	2	3	0
ENSG00000285374	0	0	0	0	0	0
ENSG00000180869	0	0	0	0	0	0
ENSG00000232622	0	0	0	0	0	0
ENSG00000117155	587	768	533	1227	1004	912
ENSG00000285325	0	0	0	0	0	0
ENSG00000171517	0	0	0	0	0	0
ENSG00000153898	1	0	0	1	0	0
ENSG00000162643	0	0	0	0	0	0
ENSG00000055732	3	7	2	0	0	0
ENSG00000266110	0	0	0	0	0	0
ENSG00000280099	69	80	50	4	8	16
ENSG00000097096	94	104	83	209	120	126
ENSG00000162642	756	765	653	568	487	442
ENSG00000223254	0	0	0	0	0	0
ENSG00000142867	633	746	585	287	222	202
ENSG00000223653	3	2	4	3	4	5
ENSG00000153904	2367	2491	1965	3005	2221	2242
ENSG00000199459	0	0	0	0	0	0
ENSG00000273264	0	1	2	0	0	2
ENSG00000282057	0	0	0	1	0	1
ENSG00000272691	1	2	1	0	1	0
ENSG00000142871	3146	2367	1721	590	536	520
ENSG00000199934	0	0	0	0	0	0
ENSG00000230285	0	0	0	0	0	0
ENSG00000117174	1067	1280	942	959	829	698
ENSG00000171502	3	2	0	1	1	1
ENSG00000201620	0	0	0	0	0	0
ENSG00000229505	0	0	0	0	0	0
ENSG00000285210	0	0	0	0	0	0
ENSG00000122417	2	0	0	0	0	0
ENSG00000278281	0	0	0	0	0	0
ENSG00000231349	0	0	0	0	0	0
ENSG00000137975	0	0	0	0	0	0
ENSG00000016490	0	0	0	0	0	0
ENSG00000016602	0	0	0	0	0	0
ENSG00000224466	0	0	0	0	0	0
ENSG00000236915	4	1	2	0	0	0
ENSG00000153923	0	0	0	0	0	0
ENSG00000261737	17	17	16	21	12	24
ENSG00000097033	5105	5638	4108	2653	1992	1894
ENSG00000230721	1	0	1	2	0	1
ENSG00000284846	0	0	0	0	1	0
ENSG00000183291	4483	4118	3145	3630	2897	2725
ENSG00000153936	3353	4380	3620	3775	2846	2616
ENSG00000267734	0	0	0	0	0	0
ENSG00000267561	2	0	0	0	0	0
ENSG00000235251	0	0	0	0	0	0
ENSG00000225568	0	0	0	0	0	1
ENSG00000267272	17	22	11	2	4	3
ENSG00000284240	0	0	0	0	0	0
ENSG00000143013	1955	2391	1690	2579	1782	2079
ENSG00000227290	0	0	0	0	0	0
ENSG00000199318	0	0	0	0	0	0
ENSG00000237505	78	71	51	5	3	1
ENSG00000279778	0	0	1	0	0	0
ENSG00000270507	0	0	0	0	0	0
ENSG00000286758	0	0	0	0	0	0
ENSG00000239504	0	0	0	0	0	0
ENSG00000230053	0	0	0	0	0	0
ENSG00000274321	0	0	0	0	0	0
ENSG00000237959	0	0	0	0	0	0
ENSG00000065243	1467	1716	1505	2383	2109	1480
ENSG00000207234	0	0	0	0	1	0
ENSG00000241975	8	6	4	12	22	8
ENSG00000137947	1601	1319	850	1070	700	921
ENSG00000235308	0	0	0	0	0	0
ENSG00000137944	1306	1340	962	1359	883	1036
ENSG00000213516	440	523	416	635	661	485
ENSG00000117226	10	6	8	1	2	0
ENSG00000202385	0	0	0	0	0	0
ENSG00000117228	62	33	21	8	7	6
ENSG00000234518	11	14	2	20	29	12
ENSG00000162645	391	193	127	48	40	43
ENSG00000286802	0	1	0	0	0	0
ENSG00000213512	0	0	0	0	0	0
ENSG00000162654	0	0	0	0	0	0
ENSG00000284734	0	0	0	0	0	0
ENSG00000284637	0	0	0	0	0	0
ENSG00000154451	0	0	0	0	0	0
ENSG00000237568	0	0	0	0	0	0
ENSG00000238081	0	0	0	0	0	0
ENSG00000233235	0	0	0	0	0	0
ENSG00000183347	0	0	0	0	0	0
ENSG00000215874	0	0	0	0	0	0
ENSG00000225492	0	0	0	0	0	0
ENSG00000286548	55	45	33	24	27	20
ENSG00000197147	614	1001	812	1135	817	793
ENSG00000288629	0	0	0	0	0	0
ENSG00000231999	32	64	50	43	51	32
ENSG00000230735	0	0	0	0	0	0
ENSG00000171488	446	503	396	341	255	238
ENSG00000271949	0	0	0	0	0	0
ENSG00000226394	0	0	0	0	0	0
ENSG00000231613	2	2	2	1	0	0
ENSG00000272931	101	88	80	59	69	67
ENSG00000171492	3024	3660	2581	3046	2013	2253
ENSG00000272672	1	0	0	1	0	0
ENSG00000252797	0	0	0	0	0	0
ENSG00000228175	54	66	42	49	50	39
ENSG00000162664	1007	1151	770	1065	1410	765
ENSG00000287015	0	0	0	0	0	0
ENSG00000287406	0	0	0	0	0	1
ENSG00000212459	0	0	0	0	0	0
ENSG00000287372	0	0	0	0	0	0
ENSG00000229201	0	0	0	0	0	0
ENSG00000199666	0	0	0	0	0	0
ENSG00000143032	0	0	0	0	0	0
ENSG00000287076	0	0	0	0	0	0
ENSG00000233593	240	222	157	186	189	159
ENSG00000285532	0	0	0	0	0	0
ENSG00000225446	0	3	0	1	2	1
ENSG00000272094	0	0	0	0	0	0
ENSG00000232882	8	3	4	2	1	1
ENSG00000122482	1871	1992	1716	1411	1084	942
ENSG00000232393	0	0	0	0	0	0
ENSG00000162669	1	7	3	27	38	14
ENSG00000206817	0	0	0	0	0	0
ENSG00000215873	0	0	0	0	0	0
ENSG00000097046	273	270	199	368	440	337
ENSG00000241318	0	0	0	0	0	0
ENSG00000229067	0	0	0	0	0	0
ENSG00000203914	0	0	0	0	0	0
ENSG00000069702	1379	1146	966	1923	1504	1450
ENSG00000239794	0	0	0	0	0	0
ENSG00000137948	2	0	1	0	0	0
ENSG00000172031	0	0	0	0	0	0
ENSG00000233228	0	0	0	0	0	0
ENSG00000230667	0	1	1	0	0	0
ENSG00000189195	20	19	13	12	19	10
ENSG00000224678	0	0	0	0	0	0
ENSG00000233401	0	0	0	0	0	0
ENSG00000273487	0	0	0	0	0	0
ENSG00000226773	0	0	0	0	0	0
ENSG00000203910	0	0	0	0	0	0
ENSG00000233125	0	0	0	0	0	0
ENSG00000174842	190	305	183	293	357	206
ENSG00000122484	563	584	414	616	586	442
ENSG00000242764	0	0	0	0	0	0
ENSG00000162676	413	193	171	127	140	92
ENSG00000067208	338	419	317	330	225	237
ENSG00000223787	2	0	0	1	0	1
ENSG00000229992	1	0	1	0	0	0
ENSG00000201317	0	0	0	0	0	0
ENSG00000225505	0	0	0	0	0	0
ENSG00000234202	0	0	0	0	0	0
ENSG00000223896	0	0	0	0	0	0
ENSG00000122406	65521	60206	40293	46259	28642	37818
ENSG00000154511	501	611	423	547	419	404
ENSG00000206680	0	0	0	0	0	0
ENSG00000207523	4	7	2	3	24	6
ENSG00000207022	0	0	0	0	0	1
ENSG00000229052	0	1	3	0	0	0
ENSG00000252121	0	0	0	0	0	0
ENSG00000239710	0	0	0	0	0	0
ENSG00000287797	0	0	2	0	0	0
ENSG00000252752	0	0	0	0	0	0
ENSG00000222664	0	0	0	0	0	0
ENSG00000251837	0	0	0	0	0	0
ENSG00000143033	709	846	558	1124	1000	822
ENSG00000117500	5013	5079	4090	4604	4035	3260
ENSG00000122483	478	390	252	645	784	539
ENSG00000237003	0	0	0	0	0	0
ENSG00000225297	0	0	0	0	0	0
ENSG00000223745	169	206	105	82	120	34
ENSG00000229567	3	1	0	1	0	2
ENSG00000117505	1060	1323	1054	1023	780	726
ENSG00000229635	0	0	0	0	0	0
ENSG00000207379	0	0	0	0	0	0
ENSG00000137942	1432	1549	1253	1771	1238	1333
ENSG00000212601	0	0	0	0	0	0
ENSG00000137936	456	474	321	383	261	319
ENSG00000224093	674	572	406	493	433	317
ENSG00000211575	1	0	0	0	0	0
ENSG00000260464	8	6	5	7	12	13
ENSG00000067334	2228	2295	1487	1656	1676	1276
ENSG00000023909	1131	879	653	1363	839	992
ENSG00000223490	0	0	0	0	0	0
ENSG00000234099	0	0	0	0	0	0
ENSG00000235794	0	0	0	0	0	0
ENSG00000232752	0	0	0	0	0	0
ENSG00000229842	0	0	0	0	0	0
ENSG00000250890	0	0	0	0	0	0
ENSG00000236689	0	0	0	0	0	0
ENSG00000226960	0	0	0	0	0	0
ENSG00000233129	0	0	0	0	0	0
ENSG00000198691	27	30	15	15	20	14
ENSG00000233482	0	0	0	0	0	0
ENSG00000137962	753	922	791	1006	1198	663
ENSG00000264963	0	0	0	0	0	0
ENSG00000226835	0	4	2	2	1	1
ENSG00000178596	0	0	0	0	0	0
ENSG00000236098	1	3	0	0	0	0
ENSG00000232918	0	0	0	0	0	0
ENSG00000286692	0	0	1	0	0	0
ENSG00000117528	1982	1994	1531	3444	3734	2369
ENSG00000117525	334	237	197	290	291	205
ENSG00000223675	0	0	0	0	0	0
ENSG00000224081	85	47	27	38	31	27
ENSG00000232857	0	0	0	0	0	0
ENSG00000263526	2	0	0	0	1	0
ENSG00000143036	273	238	168	181	170	163
ENSG00000117519	3082	2610	1859	5282	3561	4212
ENSG00000235501	196	208	125	364	235	285
ENSG00000172339	737	784	524	561	437	456
ENSG00000230427	0	0	0	0	0	0
ENSG00000152078	578	630	567	374	264	236
ENSG00000271092	1	6	7	1	2	2
ENSG00000231992	2	0	0	0	1	1
ENSG00000206679	0	0	0	0	0	0
ENSG00000226026	3	1	1	2	2	1
ENSG00000122481	114	119	84	26	43	21
ENSG00000228852	0	0	0	0	0	0
ENSG00000287919	0	0	1	0	0	0
ENSG00000228504	0	0	0	0	0	0
ENSG00000230434	0	0	0	0	0	0
ENSG00000237954	0	0	0	0	0	0
ENSG00000233907	0	0	0	0	0	0
ENSG00000228971	0	0	0	0	0	0
ENSG00000271252	0	0	0	0	0	0
ENSG00000237435	0	0	0	0	0	0
ENSG00000200800	0	0	0	0	0	0
ENSG00000231987	0	0	0	0	0	0
ENSG00000225923	0	0	0	0	0	0
ENSG00000234422	0	0	0	0	0	0
ENSG00000228502	11	13	12	11	13	15
ENSG00000241992	0	0	0	0	0	0
ENSG00000234226	2	2	2	2	8	10
ENSG00000137970	49	42	49	27	35	35
ENSG00000223229	0	0	0	0	0	0
ENSG00000117569	453	487	364	330	316	209
ENSG00000188641	17	15	8	124	79	105
ENSG00000232878	0	0	0	0	0	0
ENSG00000232542	0	0	0	0	0	0
ENSG00000228057	6	8	8	7	3	9
ENSG00000226128	0	0	0	0	0	0
ENSG00000230718	0	0	0	0	0	0
ENSG00000235777	0	0	0	0	0	0
ENSG00000270911	0	0	0	0	0	0
ENSG00000225206	0	0	0	0	0	0
ENSG00000259946	0	0	0	0	0	0
ENSG00000284247	0	0	0	0	0	0
ENSG00000284202	0	0	0	0	0	0
ENSG00000285922	0	0	0	0	0	0
ENSG00000233557	0	0	0	0	0	0
ENSG00000226053	0	0	0	0	0	0
ENSG00000280040	0	2	1	0	3	2
ENSG00000162627	576	696	482	756	580	606
ENSG00000117598	0	0	0	0	0	0
ENSG00000232825	0	0	0	0	0	0
ENSG00000227034	1	1	0	0	0	0
ENSG00000117600	0	0	0	0	0	0
ENSG00000233983	0	0	0	0	0	0
ENSG00000224445	2	1	0	0	0	0
ENSG00000099260	566	450	288	130	78	94
ENSG00000223656	1	0	1	0	0	0
ENSG00000156869	516	651	538	389	322	262
ENSG00000201491	0	0	0	0	0	0
ENSG00000202254	0	0	0	0	0	0
ENSG00000231996	0	0	0	0	0	0
ENSG00000162688	548	603	489	838	786	525
ENSG00000228084	4	6	1	2	6	6
ENSG00000117620	380	356	333	356	347	199
ENSG00000283761	1	0	1	0	1	1
ENSG00000212248	0	0	0	0	0	0
ENSG00000202259	0	0	0	0	0	0
ENSG00000156875	2	6	6	40	30	24
ENSG00000241073	0	0	0	0	0	0
ENSG00000156876	353	344	296	629	582	371
ENSG00000226952	0	0	0	0	0	0
ENSG00000122435	410	512	447	401	509	291
ENSG00000122477	45	27	20	8	19	10
ENSG00000137992	261	313	260	442	393	339
ENSG00000271415	0	0	0	0	0	0
ENSG00000225169	0	0	0	0	0	0
ENSG00000285530	0	0	0	0	0	0
ENSG00000230287	0	0	0	0	0	0
ENSG00000224616	40	50	29	9	26	10
ENSG00000137996	1176	1248	881	991	829	785
ENSG00000207750	0	0	0	1	0	0
ENSG00000215871	0	0	0	0	0	0
ENSG00000223906	0	0	0	0	0	0
ENSG00000079335	124	187	125	139	116	127
ENSG00000234332	0	0	0	0	0	0
ENSG00000228086	0	0	0	0	0	0
ENSG00000181656	0	0	0	0	0	0
ENSG00000213421	0	0	0	0	0	0
ENSG00000230402	0	0	0	0	0	0
ENSG00000285525	0	0	0	0	0	0
ENSG00000224685	0	0	0	0	0	0
ENSG00000162692	0	0	0	0	0	0
ENSG00000162694	600	709	554	577	628	364
ENSG00000273204	15	16	6	12	14	9
ENSG00000162695	1041	1122	883	662	565	381
ENSG00000230946	0	0	0	0	0	0
ENSG00000117543	1182	1406	867	1187	816	884
ENSG00000235795	9	12	1	0	1	4
ENSG00000233184	174	178	132	73	85	52
ENSG00000252765	0	0	0	0	0	0
ENSG00000271578	0	0	0	0	0	0
ENSG00000225938	0	0	0	0	0	0
ENSG00000170989	2	0	0	0	0	0
ENSG00000228399	1	0	0	0	0	0
ENSG00000173810	0	0	0	0	0	0
ENSG00000231671	0	0	0	0	0	0
ENSG00000226715	0	0	0	0	0	0
ENSG00000252530	0	0	0	0	0	0
ENSG00000183298	74	57	21	61	56	68
ENSG00000118733	0	0	0	0	0	0
ENSG00000252717	0	0	0	0	0	0
ENSG00000271277	0	0	0	0	0	0
ENSG00000162699	0	0	0	0	0	0
ENSG00000233359	0	0	0	0	0	0
ENSG00000230864	0	0	0	0	0	0
ENSG00000060718	0	0	0	1	0	0
ENSG00000234257	0	0	0	0	0	0
ENSG00000230759	0	0	0	0	0	0
ENSG00000224613	0	0	0	0	0	0
ENSG00000222069	0	0	0	0	0	0
ENSG00000185946	283	284	256	243	376	175
ENSG00000240038	54	55	21	9	10	5
ENSG00000236085	0	0	0	0	0	0
ENSG00000243480	0	0	0	0	0	0
ENSG00000237763	0	0	0	0	0	0
ENSG00000234441	0	0	0	0	0	0
ENSG00000174876	0	0	0	0	0	0
ENSG00000227408	0	0	0	0	0	0
ENSG00000187733	0	0	0	0	0	0
ENSG00000225191	1	0	0	0	0	0
ENSG00000215869	0	0	0	0	0	0
ENSG00000228347	0	2	1	0	0	0
ENSG00000285981	0	0	0	0	0	0
ENSG00000225036	0	0	0	0	0	0
ENSG00000230768	0	0	0	0	0	0
ENSG00000227850	0	0	0	0	0	0
ENSG00000237897	0	0	0	0	0	1
ENSG00000232952	0	1	0	1	0	1
ENSG00000233047	0	0	0	0	0	0
ENSG00000237480	0	0	0	0	0	0
ENSG00000230932	0	0	0	0	0	0
ENSG00000270342	0	0	0	0	0	0
ENSG00000270976	0	0	0	0	0	0
ENSG00000233449	0	0	0	0	0	0
ENSG00000232551	0	0	0	0	0	0
ENSG00000105220	90000	80000	100000	4500	4000	5000
ENSG00000079739	40000	30000	35000	4000	3000	3500
ENSG00000149925	400	478	390	12	9	10
ENSG00000109107	5555	7777	5678	100	50	75
